dataset,model,publication_date,organization_primary,organization,org_category,country,domain,task,training_compute_flop,parameters,training_dataset_size,training_cost_2023usd,training_time_hours,training_time_days,training_power_draw_w,hardware_quantity,citations,training_hardware,hardware_family,model_accessibility,open_weights,training_code_accessibility,confidence,compute_estimation_method
large_scale,Aquila2 34B,2023-10-13,Beijing Academy of Artificial Intelligence / BAAI,Beijing Academy of Artificial Intelligence / BAAI,,China,Language,"Chat,Language modeling/generation",,34000000000.0,,,,,,512.0,,NVIDIA A100 SXM4 40 GB,NVIDIA A100 / A800,Open weights (unrestricted),,Open source,Likely,
large_scale,ERNIE 4.0,2023-10-17,Baidu,Baidu,,China,Multimodal,"Chat,Language modeling/generation,Video generation,Image generation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Fuyu-8B,2023-10-17,Adept,Adept,,United States of America,Multimodal,"Chat,Image classification,Visual question answering,Image captioning",,8000000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Confident,
large_scale,DALL·E 3,2023-10-19,OpenAI,OpenAI,,United States of America,Image generation,"Image generation,Text-to-image",,,,,,,,,1448.0,,,API access,,Unreleased,Unknown,
large_scale,Spark 3.0,2023-10-24,iFlytek,iFlytek,,China,Language,"Code generation,Language generation,Language modeling/generation,Question answering",,,,,,,,,,,,,,,Likely,
large_scale,Xinghan Foundation Model,2023-10-25,Dahua Technology,Dahua Technology,,China,Multimodal,"Video description,Visual question answering,Language modeling/generation",,,,,,,,,,,,,,,Unknown,
large_scale,Skywork-13B,2023-10-30,Kunlun Inc.,Kunlun Inc.,,China,Language,"Language modeling,Language modeling/generation,Translation",2.5e+23,13000000000.0,,,940.0,39.166666666666664,,512.0,129.0,NVIDIA A800 PCIe 40 GB,NVIDIA A100 / A800,Open weights (restricted use),,Open (restricted use),Confident,
large_scale,BlueLM 7B,2023-10-31,vivo AI lab,vivo AI lab,,China,Language,"Chat,Translation,Language modeling/generation,Question answering,Code generation",1.0920000000001e+23,7000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Mi:dm 200B,2023-10-31,KT,KT,,Korea (Republic of),Language,Language modeling/generation,1.1999999999999999e+24,200000000000.0,,,,,,,,,,API access,,Unreleased,Confident,
large_scale,Tongyi Qianwen 2.0,2023-10-31,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,LingoWhale-8B,2023-11-01,DeepLang AI,DeepLang AI,,China,Language,"Language modeling/generation,Code generation,Translation",,8000000000.0,,,,,,,,,,Open weights (non-commercial),,Open (non-commercial),Confident,
large_scale,Nanbeige-16B,2023-11-01,Nanbeige LLM Lab,Nanbeige LLM Lab,,China,Language,"Chat,Language modeling/generation,Code generation,Question answering",2.4e+23,16000000000.0,,,,,,,,,,Open weights (unrestricted),,Open source,Likely,
large_scale,BlueLM 130B,2023-11-02,vivo AI lab,vivo AI lab,,China,Language,"Chat,Language modeling/generation,Question answering",7.8e+23,130000000000.0,,,,,,,,,,Unreleased,,Unreleased,Confident,
large_scale,BlueLM 175B,2023-11-02,vivo AI lab,vivo AI lab,,China,Language,"Chat,Language modeling/generation,Question answering",1.05e+24,175000000000.0,,,,,,,,,,Unreleased,,Unreleased,Confident,
large_scale,BlueLM 70B,2023-11-02,vivo AI lab,vivo AI lab,,China,Language,"Chat,Language modeling/generation,Question answering",4.2e+23,70000000000.0,,,,,,,,,,Unreleased,,Unreleased,Confident,
large_scale,Cohere Embed,2023-11-02,Cohere,Cohere,,Canada,Language,"Semantic embedding,Retrieval-augmented generation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Yi 6B,2023-11-02,01.AI,01.AI,,China,Language,"Chat,Language modeling/generation,Translation,Code generation",1.26e+23,6000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Yi-34B,2023-11-02,01.AI,01.AI,,China,Language,"Chat,Language modeling/generation,Translation,Code generation",6.1e+23,34000000000.0,,,,,,128.0,,NVIDIA A100,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,Grok-0,2023-11-04,xAI,xAI,,United States of America,Language,"Chat,Language modeling/generation",,33000000000.0,,,,,,,,,,Hosted access (no API),,Unreleased,Likely,
large_scale,Grok-1,2023-11-04,xAI,xAI,,United States of America,Language,"Language modeling,Chat",2.90000000001e+24,314000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Likely,
large_scale,GPT-4 Turbo (Nov 2023),2023-11-06,OpenAI,OpenAI,,United States of America,Multimodal,"Chat,Language modeling/generation,Image generation,Speech synthesis,Table tasks,Visual question answering,Image captioning",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Whisper v3,2023-11-06,OpenAI,OpenAI,,United States of America,Speech,Speech recognition (ASR),2.7e+23,1550000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Likely,
large_scale,XVERSE-13B-2,2023-11-06,XVERSE Technology,"XVERSE Technology,Shenzhen Yuanxiang Technology",,China,Language,"Language generation,Language modeling/generation,Question answering,Text summarization,Translation",,13000000000.0,,,,,,,,,,Open weights (restricted use),,Open source,Likely,
large_scale,Jais-30b (phase 1),2023-11-08,Cerebras Systems,"Cerebras Systems,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),Inception G42,G42",,Multinational,Language,"Language modeling/generation,Question answering",1.0372049e+23,30000000000.0,,,1080.0,45.0,,16.0,,Cerebras CS-2,Cerebras CS-2,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Samsung Gauss Code,2023-11-08,Samsung,Samsung,,Korea (Republic of),Language,Code generation,,,,,,,,,,,,,,,Unknown,
large_scale,Samsung Gauss Image,2023-11-08,Samsung,Samsung,,Korea (Republic of),Image generation,Image generation,,,,,,,,,,,,,,,Unknown,
large_scale,Samsung Gauss Language,2023-11-08,Samsung,Samsung,,Korea (Republic of),Language,"Language modeling/generation,Question answering,Text summarization,Translation",,,,,,,,,,,,,,,Unknown,
large_scale,Nemotron-3-8B,2023-11-15,NVIDIA,NVIDIA,,United States of America,Language,"Chat,Language generation,Language modeling/generation,Translation,Code generation,Question answering",1.8e+23,8000000000.0,,,456.0,19.0,,1024.0,,NVIDIA A100,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,Lyria,2023-11-16,Google DeepMind,Google DeepMind,,United States of America,Audio,Audio generation,,,,,,,,,,,,Unreleased,,Unreleased,Unknown,
large_scale,Inflection-2,2023-11-22,Inflection AI,Inflection AI,,United States of America,Language,"Language modeling,Language modeling/generation,Chat,Question answering",1.001e+25,,,,,,,5000.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Hosted access (no API),,Unreleased,Confident,
large_scale,Amazon Transcribe,2023-11-26,Amazon,Amazon,,United States of America,Speech,"Speech-to-text,Speech recognition (ASR)",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Yuan 2.0,2023-11-27,Inspur,Inspur,,China,Language,"Language modeling/generation,Translation,Code generation",1.78e+23,102600000000.0,,,,,,,,,,Open weights (restricted use),,Open source,Confident,
large_scale,Granite 13B,2023-11-30,IBM,IBM,,United States of America,Language,"Chat,Language modeling/generation,Question answering,Text summarization",2.44e+23,13000000000.0,,,2208.0,92.0,,,,NVIDIA A100,NVIDIA A100 / A800,API access,,Unreleased,Likely,
large_scale,Qwen-72B,2023-11-30,Alibaba,Alibaba,,China,Language,"Chat,Code generation,Language modeling/generation,Question answering",1.3e+24,72000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,tsuzumi 7B,2023-12-01,NTT Communication Science Laboratories,NTT Communication Science Laboratories,,Japan,Language,"Chat,Language modeling/generation",,7000000000.0,,,,,,,,,,,,,Confident,
large_scale,Gemini 1.0 Pro,2023-12-06,Google DeepMind,Google DeepMind,,United States of America,Multimodal,"Language modeling,Visual question answering,Chat,Translation",,,,,,,,,633.0,Google TPU v4,Google TPU v4,API access,,Unreleased,Speculative,
large_scale,Gemini 1.0 Ultra,2023-12-06,Google DeepMind,Google DeepMind,,United States of America,Multimodal,"Language modeling,Visual question answering,Chat,Translation",5.0000000001e+25,,,,2400.0,100.0,,57000.0,633.0,Google TPU v4,Google TPU v4,API access,,Unreleased,Speculative,
large_scale,XVERSE-65B-2,2023-12-08,XVERSE Technology,"XVERSE Technology,Shenzhen Yuanxiang Technology",,China,Language,"Chat,Language modeling/generation",1.24800000000001e+24,65000000000.0,,,4096.0,170.66666666666666,,,,,,Open weights (restricted use),,Open source,Confident,
large_scale,Mistral Medium,2023-12-11,Mistral AI,Mistral AI,,France,Language,Chat,,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Mixtral 8x7B,2023-12-11,Mistral AI,Mistral AI,,France,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Translation",7.74e+23,46700000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Speculative,
large_scale,Imagen 2,2023-12-13,Google DeepMind,Google DeepMind,,United States of America,Image generation,"Text-to-image,Image generation,Video generation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Poro 34B,2023-12-14,High-Performance Language Technologies (HPLT),"High-Performance Language Technologies (HPLT),University of Turku",,Multinational,Language,"Code generation,Language modeling/generation",2.052e+23,34200000000.0,,,,,,512.0,,AMD Radeon Instinct MI250X,AMD Instinct / Radeon,Open weights (unrestricted),,Open source,Confident,
large_scale,Konan LLM 41B,2023-12-15,Konan Technology,Konan Technology,,Korea (Republic of),Language,Language modeling/generation,1.722e+23,41000000000.0,,,,,,,,,,Hosted access (no API),,Unreleased,Likely,
large_scale,Lyra-Fr 10B,2023-12-15,LightOn,LightOn,,France,Language,"Language modeling/generation,Semantic search,Text classification,Question answering,Text summarization,Sentiment classification",,10000000000.0,,,,,,,,,,API access,,,Likely,
large_scale,Gemini Nano-2,2023-12-19,Google DeepMind,Google DeepMind,,United States of America,Multimodal,"Chat,Image captioning,Speech recognition (ASR)",,3250000000.0,,,,,,,633.0,Google TPU v5e,Google TPU v5,Unreleased,,Unreleased,Confident,
large_scale,YaYi 2.0,2023-12-22,Yayi (Wenge),Yayi (Wenge),,China,Language,Language modeling/generation,4.77e+23,30000000000.0,,,,,,1000.0,8.0,NVIDIA A800 PCIe 40 GB,NVIDIA A100 / A800,Open weights (restricted use),,Open source,Likely,
large_scale,DeepSeek LLM 67B,2024-01-05,DeepSeek,DeepSeek,,China,Language,"Chat,Language modeling/generation,Question answering",8.04e+23,67000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,InternLM2-20B,2024-01-12,Shanghai AI Lab,"Shanghai AI Lab,SenseTime,Chinese University of Hong Kong (CUHK),Fudan University",,Multinational,Language,"Chat,Language modeling/generation,Question answering",3.12e+23,20000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,GLM-4,2024-01-17,Z.ai (Zhipu AI),Z.ai (Zhipu AI),,China,Multimodal,"Language modeling/generation,Question answering,Code generation,Text-to-image,Image generation",,,,,,,,,,,,Hosted access (no API),,Unreleased,Confident,
large_scale,GLM-4 (0116),2024-01-17,Z.ai (Zhipu AI),Z.ai (Zhipu AI),,China,Language,"Language modeling/generation,Question answering,Code generation,Quantitative reasoning,Translation",,,,,,,,,,,,API access,,Unreleased,Likely,
large_scale,Fuyu-Heavy,2024-01-24,Adept,Adept,,United States of America,Multimodal,"Chat,Language modeling/generation,Visual question answering,System control",,100000000000.0,,,,,,,,,,Hosted access (no API),,Unreleased,Speculative,
large_scale,DeepSeek Coder 33B,2024-01-25,DeepSeek,"DeepSeek,Peking University",,China,Language,Code generation,3.96e+23,33000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Likely,
large_scale,Qwen-VL-Max,2024-01-25,Alibaba,Alibaba,,China,Multimodal,"Chat,Image captioning,Face recognition,Visual question answering",,7000000000.0,,,,,,,,,,API access,,Unreleased,Confident,
large_scale,Code Llama-70B,2024-01-29,Meta AI,Meta AI,,United States of America,Language,Code generation,1.26e+24,70000000000.0,,,6480.0,270.0,,400.0,3163.0,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,OLMo-7B,2024-02-01,Allen Institute for AI,"Allen Institute for AI,University of Washington",,United States of America,Language,"Language modeling/generation,Chat",1.0332e+23,7000000000.0,,,,,,,,"AMD Radeon Instinct MI250X,NVIDIA A100",NVIDIA A100 / A800,Open weights (unrestricted),,Open source,Confident,
large_scale,Qwen1.5-14B,2024-02-04,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation,Quantitative reasoning,Code generation,Translation",3.36e+23,14000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen1.5-72B,2024-02-04,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation,Quantitative reasoning,Code generation,Translation",1.3e+24,72000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Qwen1.5-7B,2024-02-04,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation,Quantitative reasoning,Code generation,Translation",1.68e+23,7000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen1.5-32B,2024-02-05,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation,Quantitative reasoning,Code generation,Translation",,32000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,KwaiYii 175B,2024-02-14,Kuaishou Technology,Kuaishou Technology,,China,Language,Language modeling/generation,,175000000000.0,,,,,,,,,,,,Unreleased,Confident,
large_scale,Gemini 1.0 Pro Vision,2024-02-15,Google DeepMind,Google DeepMind,,United States of America,Vision,"Language modeling,Visual question answering,Chat,Translation,Video description,Question answering",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Gemini 1.5 Pro,2024-02-15,Google DeepMind,Google DeepMind,,United States of America,Multimodal,"Language modeling,Visual question answering",,,,,,,,,,Google TPU v4,Google TPU v4,API access,,Unreleased,Speculative,
large_scale,Sora,2024-02-15,OpenAI,OpenAI,,United States of America,Video,"Video generation,Text-to-video,Image-to-video,Video-to-video",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Gemma 7B,2024-02-21,Google DeepMind,Google DeepMind,,United States of America,Language,"Language modeling/generation,Chat,Code generation,Question answering,Quantitative reasoning",3.07e+23,8538074112.0,,,,,,4096.0,,Google TPU v5e,Google TPU v5,Open weights (restricted use),,Unreleased,Confident,
large_scale,MegaScale (175B),2024-02-23,ByteDance,"ByteDance,Peking University",,China,Language,Language modeling/generation,2.7385671436e+23,175000000000.0,,,42.0,1.75,,12288.0,302.0,NVIDIA A100,NVIDIA A100 / A800,Unreleased,,Unreleased,Confident,
large_scale,MegaScale (530B),2024-02-23,ByteDance,"ByteDance,Peking University",,China,Language,Language modeling/generation,9.6910000000001e+23,530000000000.0,,,117.9,4.9125000000000005,,11200.0,302.0,NVIDIA A100,NVIDIA A100 / A800,Unreleased,,Unreleased,Confident,
large_scale,MegaScale (Production),2024-02-23,ByteDance,"ByteDance,Peking University",,China,Language,Language modeling/generation,3.9e+24,530000000000.0,,,504.0,21.0,,12288.0,302.0,NVIDIA A100,NVIDIA A100 / A800,Unreleased,,Unreleased,Speculative,
large_scale,Gemma 1.1 7B Instruct,2024-02-24,Google,Google,,United States of America,Language,"Language modeling/generation,Question answering",3.0744e+23,8540000000.0,,,,,,,,Google TPU v5e,Google TPU v5,Open weights (restricted use),,Unreleased,Confident,
large_scale,Mistral Large,2024-02-26,Mistral AI,Mistral AI,,France,Language,Chat,,,,,2500.0,104.16666666666667,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,API access,,Unreleased,Speculative,
large_scale,Nemotron-4 15B,2024-02-27,NVIDIA,NVIDIA,,United States of America,Language,"Language modeling/generation,Code generation,Question answering,Translation,Quantitative reasoning",7.5005116e+23,15000000000.0,,,312.0,13.0,,3072.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Unreleased,,Unreleased,Confident,
large_scale,Ideogram 1.0,2024-02-28,Ideogram,Ideogram,,Canada,Image generation,"Image generation,Text-to-image",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,StarCoder 2 15B,2024-02-29,Hugging Face,"Hugging Face,ServiceNow,NVIDIA,BigCode",,United States of America,Language,"Code generation,Code autocompletion",3.87e+23,15000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,StarCoder 2 7B,2024-02-29,Hugging Face,"Hugging Face,ServiceNow,NVIDIA,BigCode",,United States of America,Language,"Code generation,Code autocompletion",1.55e+23,7000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Step-2,2024-03-01,StepFun,StepFun,,China,Language,"Language modeling/generation,Question answering",,1000000000000.0,,,,,,,,,,API access,,,Likely,
large_scale,Aramco Metabrain AI,2024-03-04,Saudi Aramco,Saudi Aramco,,Saudi Arabia,Language,Language modeling/generation,1.05e+25,250000000000.0,,,,,,,,,,Unreleased,,Unreleased,Likely,
large_scale,Claude 3 Haiku,2024-03-04,Anthropic,Anthropic,,United States of America,Language,"Chat,Code generation,Language modeling/generation,Question answering",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Claude 3 Opus,2024-03-04,Anthropic,Anthropic,,United States of America,Multimodal,"Chat,Image captioning,Code generation,Language modeling/generation",,,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,Claude 3 Sonnet,2024-03-04,Anthropic,Anthropic,,United States of America,Multimodal,"Chat,Image captioning,Code generation,Language modeling/generation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Inflection-2.5,2024-03-07,Inflection AI,Inflection AI,,United States of America,Language,Chat,8.000001e+24,,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Hosted access (no API),,Unreleased,Likely,
large_scale,MM1-30B,2024-03-14,Apple,Apple,,United States of America,Multimodal,"Chat,Image captioning,Visual question answering",4.86e+23,30000000000.0,,,,,,,266.0,,,Unreleased,,Unreleased,Likely,
large_scale,Xinghai (星海),2024-03-15,Hisense,Hisense,,China,Multimodal,"Recommender system,Image super-resolution",,,,,,,,,,,,,,,Unknown,
large_scale,DBRX,2024-03-27,Databricks,Databricks,,United States of America,Language,"Chat,Code generation",2.6e+24,132000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Grok-1.5,2024-03-28,xAI,xAI,,United States of America,Language,"Language modeling,Chat",9.26e+24,,,,,,,,,,,Hosted access (no API),,Unreleased,Speculative,
large_scale,Grok-1.5V,2024-03-28,xAI,xAI,,United States of America,Multimodal,"Language modeling,Chat,Image captioning,Code autocompletion,Code generation,Visual question answering",,,,,,,,,,,,Hosted access (no API),,Unreleased,Speculative,
large_scale,YandexGPT 3,2024-03-28,Yandex,Yandex,,Russia,Language,"Language modeling/generation,Chat,Question answering,Text summarization,Table tasks",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Command R+,2024-04-04,Cohere,"Cohere,Cohere for AI",,Canada,Language,"Language modeling/generation,Language generation,Translation,Code autocompletion",,104000000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Confident,
large_scale,Viking,2024-04-04,Silo AI,"Silo AI,University of Turku",,Finland,Language,"Language modeling/generation,Language generation,Translation",2.574e+23,33000000000.0,,,,,,1024.0,,AMD Radeon Instinct MI250X,AMD Instinct / Radeon,Open weights (unrestricted),,Open source,Confident,
large_scale,Stable LM 2 12B,2024-04-08,Stability AI,Stability AI,,United Kingdom of Great Britain and Northern Ireland,Language,"Language modeling/generation,Translation",2.91e+23,12143605760.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Open source,Confident,
large_scale,Reka Core,2024-04-15,Reka AI,Reka AI,,United States of America,Multimodal,"Chat,Language modeling/generation,Image captioning,Code generation,Code autocompletion,Question answering,Visual question answering,Video description,Speech recognition (ASR),Speech-to-text,Quantitative reasoning",8.400010000000001e+24,67000000000.0,,,,,,,,"NVIDIA A100,NVIDIA H100 SXM5 80GB",NVIDIA H100 / H800 / H200,API access,,Unreleased,Speculative,
large_scale,Reka Flash,2024-04-15,Reka AI,Reka AI,,United States of America,Multimodal,"Chat,Language modeling/generation,Image captioning,Code generation,Code autocompletion,Question answering,Visual question answering,Video description,Speech recognition (ASR),Speech-to-text",6.3e+23,21000000000.0,,,,,,,,"NVIDIA A100,NVIDIA H100 SXM5 80GB",NVIDIA H100 / H800 / H200,API access,,Unreleased,Likely,
large_scale,Mixtral 8x22B,2024-04-17,Mistral AI,Mistral AI,,France,Language,"Language modeling/generation,Code generation,Translation,Quantitative reasoning,Question answering",2.34e+24,141000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Speculative,
large_scale,OLMo 1.7-7B,2024-04-17,Allen Institute for AI,Allen Institute for AI,,United States of America,Language,"Language modeling/generation,Chat,Question answering",,7000000000.0,,,,,,,,,,Open weights (unrestricted),,Open source,,
large_scale,abab6.5,2024-04-17,MiniMax,MiniMax,,China,Language,Language modeling/generation,,1000000000000.0,,,,,,,,,,API access,,Unreleased,Confident,
large_scale,Llama 3-70B,2024-04-18,Meta AI,Meta AI,,United States of America,Language,"Chat,Language modeling/generation,Code generation",7.861e+24,70000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Llama 3-8B,2024-04-18,Meta AI,Meta AI,,United States of America,Language,"Chat,Language modeling/generation,Code generation,Question answering",7.2e+23,8000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Reka Edge,2024-04-18,Reka AI,Reka AI,,United States of America,Multimodal,"Chat,Language modeling/generation,Image captioning,Code generation,Code autocompletion,Question answering,Visual question answering,Video description,Speech recognition (ASR),Speech-to-text",1.89e+23,7000000000.0,,,,,,,,"NVIDIA A100,NVIDIA H100 SXM5 80GB",NVIDIA H100 / H800 / H200,API access,,Unreleased,Likely,
large_scale,Phi-3.5-MoE,2024-04-23,Microsoft,Microsoft,,United States of America,Language,"Language modeling/generation,Translation,Question answering,Code generation,Quantitative reasoning",3.0202896e+23,60800000000.0,,,552.0,23.0,,512.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Unreleased,Confident,
large_scale,SenseChat 5.0,2024-04-23,SenseTime,SenseTime,,Hong Kong,Language,"Chat,Language modeling/generation",,600000000000.0,,,,,,,,,,Hosted access (no API),,Unreleased,Likely,
large_scale,phi-3-medium 14B,2024-04-23,Microsoft,Microsoft,,United States of America,Language,"Chat,Language modeling/generation",4.032e+23,14000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Likely,
large_scale,phi-3-small 7.4B,2024-04-23,Microsoft,Microsoft,,United States of America,Language,"Chat,Language modeling/generation",2.1312e+23,7400000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Arctic,2024-04-24,Snowflake,Snowflake,,United States of America,Language,"Language modeling/generation,Question answering,Code generation,Quantitative reasoning",3.8347175e+23,480000000000.0,,,,,,,,,,Open weights (unrestricted),,Open source,Confident,
large_scale,Qwen1.5-110B,2024-04-25,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation,Quantitative reasoning,Code generation,Translation",,110000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Multi-Token Prediction 13B,2024-04-30,Facebook AI Research,Facebook AI Research,,Multinational,Language,Code generation,1.5364368e+23,13000000000.0,,,,,,,,"NVIDIA A100 SXM4 80 GB,NVIDIA H100 SXM5 80GB",NVIDIA H100 / H800 / H200,Unreleased,,Unreleased,Likely,
large_scale,Multi-Token Prediction 7B,2024-04-30,Facebook AI Research,Facebook AI Research,,Multinational,Language,Code generation,3.841092e+23,6700000000.0,,,,,,,,"NVIDIA A100 SXM4 80 GB,NVIDIA H100 SXM5 80GB",NVIDIA H100 / H800 / H200,Open weights (non-commercial),,Unreleased,Likely,
large_scale,DeepSeek-V2 (MoE-236B),2024-05-07,DeepSeek,DeepSeek,,China,Language,"Language modeling/generation,Chat,Code generation",1.02e+24,236000000000.0,,,,,,,,NVIDIA H800 SXM5,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Falcon 2 11B,2024-05-09,Technology Innovation Institute,Technology Innovation Institute,,United Arab Emirates,Language,"Language modeling/generation,Question answering",3.6e+23,11000000000.0,,,1400.0,58.333333333333336,,,,NVIDIA A100 SXM4 40 GB,NVIDIA A100 / A800,Open weights (restricted use),,Unreleased,Confident,
large_scale,GPT-4o,2024-05-13,OpenAI,OpenAI,,United States of America,Multimodal,"Chat,Image generation,Audio generation,Vision-language generation,Table tasks,Language modeling/generation,Question answering,Speech recognition (ASR),Speech-to-text",,,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,Yi-1.5-34B,2024-05-13,01.AI,01.AI,,China,Language,"Chat,Language modeling/generation,Translation,Code generation",7.344e+23,34000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Yi-1.5-9B,2024-05-13,01.AI,01.AI,,China,Language,"Language modeling/generation,Question answering,Chat",1.90728e+23,8830000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Yi-Large,2024-05-13,01.AI,01.AI,,China,Language,"Chat,Language modeling/generation",1.8e+24,100000000000.0,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,Imagen 3,2024-05-14,Google DeepMind,Google DeepMind,,United States of America,Image generation,"Image generation,Text-to-image",,,,,,,,,,"Google TPU v4,Google TPU v5e",Google TPU v5,Hosted access (no API),,Unreleased,Unknown,
large_scale,Doubao-lite,2024-05-15,ByteDance,ByteDance,,China,Language,"Language modeling/generation,Question answering",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Chameleon-34B,2024-05-16,Facebook AI Research,Facebook AI Research,,Multinational,Multimodal,"Language modeling/generation,Vision-language generation,Visual question answering,Text-to-image",1.6453571041e+24,34000000000.0,,,1394.0,58.083333333333336,,3072.0,,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (non-commercial),,Unreleased,Confident,
large_scale,FragLlama: Next-fragment prediction for molecular design,2024-05-16,Facebook AI Research,Facebook AI Research,,Multinational,Multimodal,"Language modeling/generation,Vision-language generation,Visual question answering,Text-to-image",3.3399700602e+23,7000000000.0,,,836.4,34.85,,,,NVIDIA A100 SXM4 80 GB,NVIDIA A100 / A800,Open weights (non-commercial),,Unreleased,Confident,
large_scale,ALLaM 34B,2024-05-21,Saudi Data and Artificial Intelligence Authority,Saudi Data and Artificial Intelligence Authority,,Saudi Arabia,Language,"Language modeling/generation,Translation,Question answering",1.0608e+24,34000000000.0,,,,,,,69.0,NVIDIA A100,NVIDIA A100 / A800,Unreleased,,Unreleased,Confident,
large_scale,360Zhinao-7B,2024-05-22,360 Security Technology,360 Security Technology,,China,Language,"Question answering,Language modeling/generation",1.428e+23,7000000000.0,,,,,,,,,,Open weights (unrestricted),,Open source,Confident,
large_scale,Nanbeige2-16B-Chat,2024-05-28,Nanbeige LLM Lab,Nanbeige LLM Lab,,China,Language,"Chat,Question answering",4.05e+23,15800000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
