id,title,megawatts,primary_company,companies,continent,country,region,city,status_class,status_raw,energy_class,energy_raw,focus_class,focus_raw,start_year,lat,lng,geo_precision,source_url
aist-abci-3-ai-supercomputer-japan,AIST ABCI-3 Supercomputer (Japan),,National Institute of Advanced Industrial Science and Technology (AIST),National Institute of Advanced Industrial Science and Technology (AIST); Hewlett Packard Enterprise; NVIDIA,Asia,Japan,"Kashiwa, Chiba",Kashiwa,Operational,operational,Grid,Grid (liquid cooling and efficiency features),HPC,National AI supercomputing (cloud service),2025,35.8622,139.977,exact,https://www.hpe.com/us/en/newsroom/press-release/2024/07/hewlett-packard-enterprise-to-deliver-aists-next-generation-supercomputer-powered-by-nvidia-for-generative-ai.html;
amazon-aws-india-announced-expansion,AWS India Cloud Infrastructure Investment Program,,Amazon,Amazon Web Services,Asia,India,India cloud infrastructure program,,Planned,planned / ongoing cloud infrastructure investment program,Unknown,Unknown facility-specific energy mix; AWS India investment sources do not disclose a single facility procurement profile,General cloud,"AWS India cloud infrastructure supporting general cloud, data, and AI services; no specific AI campus selected",2023,22.3511,78.6677,country,https://press.aboutamazon.com/in/2023/5/aws-to-invest-inr-1-05-600-crores-us-12-7-billion-into-cloud-infrastructure-in-india;
aws-hyderabad-ap-south-2-india,AWS Asia Pacific (Hyderabad) Region (ap-south-2),,Amazon,Amazon Web Services,Asia,India,Hyderabad cloud region / Telangana,,Operational,operational cloud region,Unknown,Unknown; no source-backed facility or regional power-capacity claim selected,General cloud,AWS cloud region supporting general cloud and AI services; specific facility capacity not disclosed,2022,17.3606,78.4741,region,https://aws.amazon.com/blogs/aws/now-open-the-30th-aws-region-asia-pacific-hyderabad-region-in-india/;
aws-mumbai-ap-south-1-india,AWS Asia Pacific (Mumbai) Region (ap-south-1),,Amazon,Amazon Web Services,Asia,India,Mumbai cloud region / Maharashtra,,Operational,operational cloud region,Unknown,Unknown; no source-backed facility or regional power-capacity claim selected,General cloud,AWS cloud region supporting general cloud and AI services; specific facility capacity not disclosed,2016,19.055,72.8692,region,https://aws.amazon.com/local/india/;
baidu-ai-cloud-data-center-china,Baidu Yangquan Cloud Computing Center,,Baidu,Baidu,Asia,China,Shanxi,Yangquan,Operational,Baidu says the Yangquan center started operation in September 2014.,Unknown,"Baidu reports photovoltaic generation, contracted clean energy, and energy-efficiency measures at Yangquan.",General cloud,Baidu cloud and AI infrastructure; facility-level AI workload mix not disclosed in MW terms,2014,38.0936,113.5266,city,https://home.baidu.com/home/index/news_detail/id/17687;
google-cloud-india-mumbai-delhi-region,Google Cloud India Regions (Mumbai and Delhi NCR),,Google,Google Cloud; Google,Asia,India,Mumbai and Delhi NCR cloud regions,,Operational,operational cloud regions,Unknown,Unknown facility-specific energy mix for these public cloud regions,General cloud,Google Cloud regions supporting general cloud and AI services; specific facility capacity not disclosed,2017,22.3511,78.6677,country,https://cloud.google.com/blog/products/gcp/gcp-arrives-in-india-with-launch-of-mumbai-region;
nscc-aspire2a-supercomputer-singapore,NSCC ASPIRE-2A Supercomputer (Singapore),,National Supercomputing Centre (NSCC) Singapore,National Supercomputing Centre (NSCC) Singapore; National Research Foundation Singapore,Asia,Singapore,Singapore,Singapore,Operational,operational,Grid,Grid (high-efficiency cooling),HPC,National AI and HPC services,2022,1.295,103.773,exact,https://www.nscc.sg/aspire-2a/;
oracle-cloud-india-ai-region-hyderabad,Oracle Cloud India South (Hyderabad) Region,,Oracle,Oracle,Asia,India,Hyderabad cloud region / India South,,Operational,operational cloud region,Unknown,Unknown; no source-backed facility or regional power-capacity claim selected,General cloud,Oracle Cloud region supporting cloud and AI database/services workloads; specific facility capacity not disclosed,2020,17.3606,78.4741,region,https://docs.oracle.com/en-us/iaas/releasenotes/changes/0678da2c-4dba-4199-86e5-5e304cc59bf2/index.htm;
sensetime-lingang-ai-data-center-china,SenseTime Lin-gang AIDC (China),,SenseTime,SenseTime,Asia,China,"Lin-gang Special Area, Shanghai",Shanghai,Operational,operational,Grid,Grid (efficiency-optimized),Training,AI training and SenseCore model infrastructure,2022,30.909,121.939,exact,https://www.sensetime.com/en/news-detail/41164672?categoryId=1072;
sk-telecom-ulsan-ai-mega-campus-south-korea,SK Telecom Ulsan AIDC Expansion Roadmap,,SK Telecom,SK Telecom; SK Group,Asia,South Korea,Ulsan,Ulsan,Planned,future Ulsan AIDC expansion roadmap,Unknown,SK Telecom describes LNG energy-specialized AIDC solutions for the Ulsan expansion roadmap.,AI (unspecified),SK Telecom Ulsan AIDC roadmap and regional AI data-center hub strategy,2025,35.5392,129.3119,city,https://www.sktelecom.com/en/press/press_detail.do?idx=1650;
stargate-uae-abu-dhabi-ai-cluster,Stargate UAE Abu Dhabi AI Cluster Reference,,G42,G42; Khazna Data Centers; OpenAI; Oracle; NVIDIA; Cisco; SoftBank Group,Asia,United Arab Emirates,Abu Dhabi,Abu Dhabi,Planned,first 200 MW expected to go live in 2026,Nuclear,"G42 says the full UAE-US AI Campus will be powered by nuclear, solar, and natural gas.",AI (unspecified),Stargate UAE child cluster inside the UAE-US AI Campus,2025,24.4538,54.3774,city,https://openai.com/index/introducing-stargate-uae/;
tencent-tianjin-ai-data-center-china,Tencent Tianjin AI Data Center (China),,Tencent Holdings,Tencent Holdings,Asia,China,Tianjin,Tianjin,Operational,operational,Renewable,Grid with on-site solar microgrid and efficiency features,General cloud,"Cloud, AI, big data, blockchain, and IoT services",2022,39.3434,117.3616,exact,https://www.idcnova.com/html/1/59/153/1222.html;
wonder-valley-off-grid-ai-data-center-park,Wonder Valley Off-Grid AI Data Center Park,7500.0,O'Leary Ventures,O'Leary Ventures; Municipal District of Greenview,North America,Canada,Western Canada,Grande Prairie,Planned,planned full-build campus; Phase 1 power infrastructure proposed,Gas,Natural Gas (Off-Grid),General cloud,AI data-centre campus for hyperscale AI and cloud workloads; tenants not disclosed,2024,55.1708,-118.7947,exact,https://www.gensler.com/projects/wonder-valley-data-centre-park;
meta-hyperion-ai-data-center-louisiana,Meta Hyperion AI Data Center (Louisiana),5000.0,Meta,Meta; Entergy Louisiana,North America,United States,"Richland Parish, Louisiana",Rayville,Under construction,under construction; future 5 GW expansion not yet delivered,Nuclear,"Gas generation, transmission, storage, renewable matching, nuclear uprates/exploration",Training,AI training infrastructure for future open-source large language models,2024,32.417,-91.517,exact,https://datacenters.atmeta.com/richland-parish-data-center/;
beacon-ai-alberta-hyperscale-campuses,Beacon AI Alberta Hyperscale Campuses,4500.0,Beacon AI Centers,Beacon AI Centers; Nadia Partners,North America,Canada,Alberta,Calgary & Edmonton Areas,Planned,planned multi-site Alberta development with sites targeted to energize as early as 2027,Gas,Grid and on-site (natural gas) hybrid,General cloud,Hyperscale AI and cloud data-center development; tenant workload mix not disclosed,2027,50.916,-113.773,exact,https://www.businesswire.com/news/home/20250515695441/en/Beacon-AI-Centers-Appoints-Josh-Schertzer-as-CEO-Commits-to-an-Initial-4.5-GW-Data-Center-Development-in-Alberta-Canada;
microsoft-project-fairwater-wisconsin,"Microsoft Project Fairwater (Mount Pleasant, Wisconsin)",3300.0,Microsoft,Microsoft; NVIDIA,North America,United States,"Mount Pleasant, Wisconsin",Mount Pleasant,Under construction,startup activity and equipment bring-up reported in May 2026; full campus buildout not complete,Renewable,Grid supply with carbon-free energy matching and 250 MW solar support,Training,AI training datacenter for frontier-model workloads,2024,42.723,-87.872,exact,https://blogs.microsoft.com/on-the-issues/2025/09/18/made-in-wisconsin-the-worlds-most-powerful-ai-datacenter/;
meta-vistra-nuclear-uprate-agreement-oh-pa,Meta-Vistra PJM Nuclear Power Agreements,2609.0,Meta,Meta; Vistra Corp,North America,United States,PJM grid region (Ohio and Pennsylvania),,Announced,20-year Meta-Vistra nuclear PPAs announced January 2026; uprate capacity expected in early 2030s,Nuclear,Multi-plant PJM nuclear power purchase agreements and uprates,General cloud,Meta AI and cloud operations supported by nuclear power purchase agreements,2026,39.293,-76.6292,region,https://about.fb.com/news/2026/01/meta-nuclear-energy-projects-power-american-ai-leadership/;
amazon-aws-oregon-us-west-2-hillsboro,AWS US West (Oregon) Region,2434.5,Amazon,Amazon Web Services,North America,United States,Oregon,,Operational,operational AWS US West (Oregon) region and market footprint,Renewable,About Amazon says AWS data centers in Oregon are powered with at least 95% renewable energy.,General cloud,AWS US West cloud region; facility-level AI workload class not disclosed,2011,43.9793,-120.7373,region,https://aws.amazon.com/about-aws/global-infrastructure/regions_az/;
aws-project-rainier-ai-campus-indiana,"AWS Project Rainier (New Carlisle, Indiana)",2200.0,Amazon,Amazon Web Services; Anthropic,North America,United States,"New Carlisle, Indiana",New Carlisle,Operational,operational first Project Rainier cluster; full campus buildout ongoing,Grid,Grid and NIPSCO framework; generation mix not fully source-resolved,Training & inference,Training and inference for Anthropic Claude on Project Rainier,2025,41.7,-86.51,exact,https://www.aboutamazon.com/news/aws/aws-project-rainier-ai-trainium-chips-compute-cluster;
xai-gigascale-data-center-tennessee-mississippi,xAI Colossus / MACROHARDRR Greater Memphis AI Campus,2000.0,xAI,xAI,North America,United States,Greater Memphis / Southaven xAI region,,Operational,Colossus operational; Southaven MACROHARDRR expansion and power context still developing,Gas,Gas-fired self-generation and utility/grid power context; regulatory status disputed,Training,Training compute for xAI models and Grok across the Greater Memphis/Southaven region,2024,35.1462,-90.0534,region,https://x.ai/colossus;
aws-ai-innovation-campuses-pennsylvania,AWS Pennsylvania AI Innovation Campuses and Susquehanna PPA,1920.0,Amazon,Amazon Web Services; Talen Energy,North America,United States,Pennsylvania,,Under construction,under construction at Susquehanna-adjacent campus with additional planned Pennsylvania campuses,Nuclear,Susquehanna nuclear PPA delivered through PJM / front-of-meter grid structure,General cloud,AWS cloud computing and AI innovation campuses,2025,40.97,-77.7279,region,https://www.aboutamazon.com/news/aws/amazon-pennsylvania-investment-cloud-infrastructure-ai-innovation;
exxonmobil-1-5gw-data-center-power-plant-initiative,ExxonMobil Data-Center Power Generation Initiative,1500.0,ExxonMobil,ExxonMobil,North America,United States,United States,,Planned,FEED-stage data-center power-generation initiative; customer and site not publicly disclosed,Gas,Natural gas generation with carbon capture and storage for data-center power supply,General cloud,Dedicated power generation for AI and cloud data centers,2024,39.7837,-100.4459,country,https://corporate.exxonmobil.com/what-we-do/delivering-industrial-solutions/carbon-capture-and-storage/steel-ammonia-ai-what-cant-ccs-help-decarbonize;
vantage-texas-mega-campus-shackelford,Vantage Frontier Shackelford County AI Campus,1400.0,Vantage Data Centers,Vantage Data Centers,North America,United States,"Shackelford County, Texas",,Under construction,construction began before August 2025 announcement; first building scheduled for H2 2026,Unknown,Power feeds and any site-specific behind-the-meter generation mix not fully isolated in opened Frontier sources,Training,AI training and GPU compute workloads,2025,32.7089,-99.3308,region,https://vantage-dc.com/news/vantage-data-centers-unveils-plans-for-frontier-a-25b-mega-campus-in-texas-to-meet-unprecedented-ai-demand/;
meta-oklo-nuclear-ai-campus-ohio,Meta-Oklo Southern Ohio Nuclear Power Campus,1200.0,Meta,Meta; Oklo Inc.,North America,United States,"Pike County, Ohio",,Announced,agreement announced January 2026; pre-construction and site characterization slated for 2026,Nuclear,Advanced nuclear power campus delivered into PJM for Meta regional operations,AI (unspecified),Nuclear power support for Meta regional AI operations including Prometheus,2030,39.1056,-83.0611,region,https://about.fb.com/news/2026/01/meta-nuclear-energy-projects-power-american-ai-leadership/;
openai-stargate-data-center-texas,Stargate Abilene AI Data Center Campus,1200.0,OpenAI,OpenAI; Oracle; Crusoe; Lancium; NVIDIA,North America,United States,"Abilene, Texas",Abilene,Unknown,first phase live; full 1.2 GW campus under construction,Renewable,"Grid interconnection with battery, solar, wind, backup gas turbines, and closed-loop cooling",Training & inference,AI training and inference workloads on Oracle Cloud Infrastructure,2025,32.449,-99.733,exact,https://www.crusoe.ai/resources/newsroom/crusoe-expands-ai-data-center-campus-in-abilene-to-1-2-gigawatts;
vistra-comanche-peak-nuclear-power-plant-expansion,AWS Project Spectrum / Comanche Peak Nuclear Data Center Campus,1200.0,Amazon,Amazon Web Services; Vistra Corp,North America,United States,"Hood and Somervell Counties, Texas",,Planned,planned data-center campus / contracted power delivery beginning Q4 2027,Nuclear,"1,200 MW contracted carbon-free power supply from Comanche Peak nuclear plant",General cloud,AWS cloud and AI infrastructure; specific workload mix not disclosed,2027,39.7837,-100.4459,country,https://www.sec.gov/Archives/edgar/data/1692819/000119312525221774/d43667d8k.htm;
meta-el-paso-ai-mega-campus-texas,Meta El Paso AI Data Center,1000.0,Meta,Meta,North America,United States,"El Paso, Texas",El Paso,Under construction,under construction; Meta says the site broke ground in 2025,Renewable,"Meta says data-center electricity use will be matched with 100% clean and renewable energy and that it has more than 5,000 MW of clean-energy projects under contract in Texas.",AI (unspecified),Meta AI-optimized data center campus for current and future AI workloads,2025,31.761,-106.485,exact,https://about.fb.com/news/2025/10/metas-new-ai-optimized-data-center-el-paso/;
meta-lebanon-indiana-ai-campus,Meta Lebanon AI Data Center,1000.0,Meta,Meta,North America,United States,"Lebanon, Indiana",Lebanon,Under construction,breaking ground announced February 2026,Unknown,Meta says it will match 100% of the new data center's energy use with clean energy and use a closed-loop liquid-cooling system.,AI (unspecified),Meta AI-optimized data center campus for current and future AI workloads,2026,40.052,-86.471,exact,https://about.fb.com/news/2026/02/metas-new-data-center-lebanon-indiana-marks-milestone-ai-investment/
meta-project-prometheus-ohio-ai-campus,"Meta Prometheus AI Supercluster (New Albany, Ohio)",1000.0,Meta,Meta,North America,United States,"New Albany, Ohio",New Albany,Operational,New Albany campus active and expanding; Prometheus described as a gigawatt-scale 2026 AI supercluster buildout,Renewable,On-site gas generation reporting plus Meta renewable matching; campus-specific nuclear supply not isolated,Training,AI training supercluster,2025,40.081,-82.808,exact,https://datacenters.atmeta.com/ohio-new-albany/;
microsoft-port-washington-wisconsin-stargate,Vantage Port Washington Lighthouse Stargate Campus,902.0,Vantage Data Centers,Vantage Data Centers; OpenAI; Oracle,North America,United States,"Port Washington, Wisconsin",Port Washington,Under construction,groundbreaking reported December 2025; scheduled for completion in 2028,Renewable,"Vantage says 70% of the campus power will come from zero-emission resources including solar, wind, and battery storage, with the remaining energy matched annually with renewable purchases.",AI (unspecified),Stargate AI capacity for OpenAI and Oracle workloads,2025,43.387,-87.876,exact,https://vantage-dc.com/data-center-locations/north-america/port-washington-wisconsin;
atlas-development-project-sail-georgia,Prologis / Atlas Project Sail Data Center (Coweta County),900.0,Prologis,Prologis; Atlas Development,North America,United States,Georgia,Coweta County,Planned,rezoning approved; construction start and tenant not confirmed,Unknown,Power supported in Georgia Power planning; specific energy procurement not disclosed.,Unknown,"Planned hyperscale data-center campus in Coweta County, Georgia",2026,33.352,-84.799,exact,https://www.cowetaprojectsail.com/coweta-lp/;
three-mile-island-reactivation,Crane Clean Energy Center (Three Mile Island Reactivation),835.0,Constellation Energy,Constellation Energy; Microsoft,North America,United States,"Londonderry Township / Middletown, Pennsylvania",Middletown,Planned,planned 2028 restart pending regulatory approvals,Nuclear,Nuclear power from the Crane Clean Energy Center / Three Mile Island Unit 1 restart.,Unknown,Nuclear power purchase agreement supporting Microsoft data-center load in PJM,2024,40.1539,-76.7247,exact,https://www.constellationenergy.com/news/2024/Constellation-to-Launch-Crane-Clean-Energy-Center-Restoring-Jobs-and-Carbon-Free-Power-to-The-Grid.html;
aws-orrock-tech-campus-virginia,AWS Mattameade / Orrock Data Center Campus,770.0,Amazon,Amazon Web Services,North America,United States,"Caroline and Spotsylvania Counties, Virginia",,Planned,planned permit-stage campus,Grid,The public notice describes three substation pads and associated electrical utility infrastructure; delivered energy mix is not disclosed.,Unknown,Computing and data-storage infrastructure; AI workload class not disclosed,2025,38.1217,-77.5008,exact,https://www.nao.usace.army.mil/Media/Public-Notices/Article/4054364/nao-2024-01108-mattameade-data-center-caroline-county-virginia/;
meta-terrapower-natrium-ai-campus-wyoming,Meta-TerraPower Natrium Power Agreement,690.0,Meta,Meta; TerraPower,North America,United States,United States,,Announced,commercial agreement with initial delivery as early as 2032; specific initial dual-unit site not yet identified,Nuclear,Advanced nuclear Natrium reactor and energy storage system program.,AI (unspecified),Advanced nuclear power agreement supporting Meta AI and data-center energy demand,2032,39.7837,-100.4459,country,https://www.terrapower.com/terrapower-announces-deal-with-meta;
nextera-duane-arnold-nuclear-plant-reactivation,Duane Arnold Energy Center Google PPA Restart,615.0,NextEra Energy,NextEra Energy; Google; Central Iowa Power Cooperative,North America,United States,"Palo / Linn County, Iowa",Palo,Planned,"Duane Arnold restart targeted for full operation by Q1 2029, pending regulatory approvals.",Nuclear,Duane Arnold Energy Center nuclear power purchase agreement for Google 24/7 carbon-free energy.,General cloud,Google 24/7 carbon-free nuclear power purchase supporting cloud and AI infrastructure in Iowa,2029,42.1006,-91.7772,exact,https://www.investor.nexteraenergy.com/news-and-events/news-releases/2025/10-27-2025-203948689;
google-pine-island-minnesota-ai-campus,Google Pine Island AI Data Center (Minnesota),600.0,Google,Google,North America,United States,"Pine Island, Minnesota",Pine Island,Announced,announced,Renewable,Wind/Solar PPA (Xcel Energy),Training & inference,Training and Inference,2026,44.202,-92.646,exact,https://blog.google/outreach-initiatives/sustainability/2026-data-center-expansion-texas-minnesota/
google-pryor-oklahoma-ai-data-center,"Google — Pryor Creek, Oklahoma AI Data Center",600.0,Google,Google,North America,United States,Oklahoma,Pryor,Operational,operational,Renewable,Renewable (wind PPAs) + Grid,General cloud,Cloud + AI (Google Cloud US South),2007,36.308,-95.317,exact,https://www.google.com/about/datacenters/locations/pryor-creek/;
amazon-aws-ohio-us-east-2-new-albany,Amazon Web Services — Ohio Region AI Campus (us-east-2),500.0,Amazon,Amazon Web Services,North America,United States,Ohio,New Albany,Operational,operational,Mixed,Mixed (renewable targets),Training & inference,"Training, Inference (AWS Bedrock, Trainium, Inferentia)",2016,40.088,-82.793,exact,https://aws.amazon.com/about-aws/global-infrastructure/regions_az/;
bce-national-ai-data-center-initiative-canada,Bell AI Fabric Data Center Network (British Columbia),500.0,Bell Canada (BCE),Bell Canada (BCE),North America,Canada,British Columbia,Kamloops & Merritt,Under construction,under_construction,Renewable,Grid (Hydroelectric),Training & inference,AI Inference & Training,2025,50.667,-120.319,exact,https://www.bell.ca/Corporate/Media_Centre/News_Releases/Bell-invests-in-AI-infrastructure-to-create-Canadas-largest-AI-supercluster-in-Kamloops;
google-iowa-council-bluffs-ai-data-center,"Google — Council Bluffs, Iowa AI Data Center Campus",500.0,Google,Google,North America,United States,Iowa,Council Bluffs,Operational,operational,Renewable,Renewable,Training & inference,"Training, Inference (Google AI, Gemini training)",2007,41.263,-95.86,exact,https://www.google.com/about/datacenters/locations/council-bluffs/;
google-kairos-power-ai-data-center-initiative,Google-Kairos Power AI Data Center Initiative,500.0,Google,Google; Kairos Power,North America,United States,United States,Oak Ridge,Announced,announced,Nuclear,Nuclear (Small Modular Reactors),Unknown,Unknown,,36.0104,-84.2696,exact,https://www.theguardian.com/technology/2024/oct/15/google-buy-nuclear-power-ai-datacentres-kairos-power;
meta-eagle-mountain-utah-ai-campus,"Meta — Eagle Mountain, Utah AI Data Center Campus",500.0,Meta,Meta,North America,United States,Utah,Eagle Mountain,Under construction,under_construction,Renewable,Renewable,Training,"Training (Llama, Meta AI)",2023,40.313,-111.999,exact,https://about.fb.com/news/2024/02/meta-data-center-utah/;
microsoft-goodyear-arizona-ai-campus,"Microsoft Azure — Goodyear, Arizona AI Campus",500.0,Microsoft,Microsoft,North America,United States,Arizona,Goodyear,Operational,operational,Renewable,Renewable (solar + wind PPAs),Training & inference,"Training + Inference (Azure OpenAI Service, Microsoft Copilot)",2016,33.435,-112.358,exact,https://datacenters.microsoft.com/globe/detail/Goodyear;
microsoft-quincy-washington-ai-campus,"Microsoft — Quincy, Washington AI Data Center Campus",500.0,Microsoft,Microsoft,North America,United States,Washington State,Quincy,Operational,operational,Renewable,Renewable,Training & inference,"Training, Inference (Azure AI, OpenAI partnership)",2007,47.234,-119.852,exact,https://azure.microsoft.com/en-us/global-infrastructure/geographies/;
tesla-dojo-supercomputer-new-york,Tesla Dojo Supercomputer — Buffalo New York,500.0,Tesla,Tesla,North America,United States,New York,Buffalo,Operational,operational,Mixed,Mixed,Training,"Training (Autopilot, Full Self-Driving neural networks)",2023,42.8864,-78.8784,exact,https://www.tesla.com/AI;
applied-digital-ellendale-north-dakota-gpu-cloud,Applied Digital Polaris Forge 1 - Ellendale AI Factory,400.0,Applied Digital,Applied Digital; CoreWeave,North America,United States,North Dakota,Ellendale,Under construction,staged campus under construction,Renewable,Renewable-power design intent and cool-climate efficiency,HPC,AI and HPC infrastructure for CoreWeave,2025,46.001,-98.525,exact,https://ir.applieddigital.com/news-events/press-releases/detail/123/applied-digital-announces-250mw-ai-data-center-lease-with;
google-the-dalles-oregon-ai-data-center,Google — The Dalles Oregon Data Center,400.0,Google,Google,North America,United States,Oregon,The Dalles,Operational,operational,Renewable,Renewable (hydropower),Inference,General Cloud + AI Inference,2006,45.5946,-121.1787,exact,https://www.google.com/about/datacenters/locations/the-dalles/;
cloudhq-queretaro-ai-mega-campus-mexico,CloudHQ QRO Campus,360.0,CloudHQ,CloudHQ,North America,Mexico,Queretaro,Queretaro,Planned,planned QRO campus with ready-for-service target within 2027,Unknown,CloudHQ says QRO is powered by an onsite substation via 400 kV transmission; Mexico says initial energy is secured with CFE and CENACE support.,General cloud,CloudHQ hyperscale cloud and AI campus in Queretaro,2025,20.6198,-100.1474,exact,https://cloudhq.com/campus/qro-campus/;
google-south-carolina-ai-data-center,Google — Berkeley County Data Center Campus,350.0,Google,Google,North America,United States,South Carolina,Moncks Corner,Operational,operational,Renewable,Renewable,Training & inference,"Training, Inference (Google AI, Gemini)",2007,33.196,-79.995,exact,https://www.google.com/about/datacenters/locations/south-carolina/;
meta-altoona-iowa-ai-data-center,"Meta — Altoona, Iowa AI Data Center Campus",350.0,Meta,Meta,North America,United States,Iowa,Altoona,Operational,operational,Renewable,Renewable,Training,"Training (Llama, Meta AI)",2015,41.652,-93.47,exact,https://about.fb.com/news/2015/01/facebook-chooses-altoona-iowa-for-sixth-data-center/;
meta-fort-worth-texas-ai-campus,"Meta — Fort Worth, Texas AI Training Campus",350.0,Meta,Meta,North America,United States,Texas,Fort Worth,Operational,operational,Mixed,Mixed (renewable targets),Training,"AI training (Llama models), Reels, social AI infrastructure",2017,32.7555,-97.3308,exact,https://about.fb.com/news/2017/06/update-on-our-data-center-in-fort-worth/;
aws-mexico-central-region-queretaro,AWS Mexico (Central) Region — Querétaro,345.0,Amazon,Amazon Web Services,North America,Mexico,Querétaro,Querétaro,Operational,operational,Mixed,Mixed (Grid with renewable projects),Training & inference,"Inference and Training (Graviton, Trainium, Inferentia)",2025,20.5888,-100.3899,exact,https://aws.amazon.com/about-aws/whats-new/2025/01/announcing-the-aws-mexico-central-region/;
microsoft-mexico-cloud-region-queretaro,Microsoft — Mexico (Central) Cloud Region (Querétaro),345.0,Microsoft,Microsoft,North America,Mexico,Querétaro,Querétaro,Operational,operational,Mixed,Mixed,Inference,"Inference and Cloud Workloads (Azure OpenAI, Copilot)",2024,20.5888,-100.3899,exact,https://news.microsoft.com/en-xm/2024/02/26/microsoft-launches-its-first-cloud-datacenter-region-in-mexico/;
meta-papillion-nebraska-ai-data-center,"Meta — Papillion, Nebraska AI Data Center",300.0,Meta,Meta,North America,United States,Nebraska,Papillion,Operational,operational,Renewable,Renewable (wind PPAs),Training & inference,"Training + Inference (LLaMA, Reels ranking, Ads)",2011,41.132,-96.037,exact,https://sustainability.fb.com/report/2023-sustainability-report/;
meta-prineville-oregon-ai-data-center,Meta — Prineville Oregon Data Center,300.0,Meta,Meta,North America,United States,Oregon,Prineville,Operational,operational,Renewable,Renewable,Inference,AI Inference (Facebook/Instagram recommendation models),2011,44.2996,-120.8346,exact,https://engineering.fb.com/2011/09/15/data-center-engineering/building-energy-efficient-data-centers-with-open-compute/;
microsoft-san-antonio-texas-ai-data-center,"Microsoft — San Antonio, Texas AI Data Center Campus",300.0,Microsoft,Microsoft,North America,United States,Texas,San Antonio,Operational,operational,Mixed,Mixed (renewable targets),Training & inference,"Training, Inference (Azure AI, OpenAI partnership)",2007,29.461,-98.505,exact,https://azure.microsoft.com/en-us/explore/global-infrastructure/data-residency/;
meta-montgomery-ai-expansion-alabama,Meta — Montgomery AI Expansion,227.0,Meta,Meta,North America,United States,Alabama,Montgomery,Under construction,under_construction,Renewable,Renewable,Training & inference,Training and Inference,,32.366,-86.299,exact,https://www.madeinalabama.com/2024/05/meta-plans-800-million-expansion-at-montgomery-data-center/
vantage-nevada-ai-data-center,Vantage Nevada AI Data Center (NV1),224.0,Vantage Data Centers,Vantage Data Centers,North America,United States,"Clark County, Nevada",Henderson,Under construction,under_construction,Renewable,Solar (Utility PPA),Training & inference,Hyperscale Training and Inference,2025,36.039,-114.982,exact,https://vantage-dc.com/news/vantage-breaks-ground-on-nevada-campus
dc-blox-conyers-ai-campus-georgia,DC BLOX — Conyers AI Campus,216.0,DC BLOX,DC BLOX,North America,United States,Georgia,Conyers,Under construction,under_construction,Unknown,Unknown,Inference,Inference,,33.667,-84.017,exact,https://www.dcblox.com/news/dc-blox-announces-216mw-campus-in-conyers-georgia/
apple-ai-private-cloud-compute-us,Apple Private Cloud Compute — AI Inference Infrastructure,200.0,Apple,Apple,North America,United States,"Multi-site (North Carolina, Oregon, Arizona)",Maiden,Operational,operational,Renewable,Renewable,Inference,"Inference (Apple Intelligence, on-device AI offload)",2024,35.5718,-81.2095,exact,https://security.apple.com/blog/private-cloud-compute/;
apple-maiden-north-carolina-data-center,"Apple — Maiden, North Carolina Data Center",200.0,Apple,Apple,North America,United States,North Carolina,Maiden,Operational,operational,Renewable,Renewable (solar + wind PPAs),Inference,"Inference (Siri, Apple Intelligence, iCloud AI)",2012,35.572,-81.211,exact,https://www.apple.com/newsroom/2012/04/26Apple-Begins-Powering-Data-Center-with-Renewable-Energy/;
meta-forest-city-north-carolina-ai-campus,"Meta — Forest City, North Carolina AI Data Center Campus",200.0,Meta,Meta,North America,United States,North Carolina,Forest City,Operational,operational,Renewable,Renewable,Training & inference,"Training, Inference (Meta AI, content delivery, Llama)",2011,35.334,-81.862,exact,https://about.fb.com/news/2012/11/update-from-forest-city/;
vantage-data-centers-us-west-ai-campus,Vantage Data Centers — US West AI Campus (Santa Clara/Phoenix),200.0,Vantage Data Centers,Vantage Data Centers,North America,United States,California,Santa Clara,Operational,operational,Mixed,Mixed (renewable targets),Training & inference,"Training, Inference (hyperscale colocation for AI workloads)",2010,37.354,-121.955,exact,https://www.vantage-dc.com/locations/north-america/;
vantage-quebec-ai-data-center-expansion,Vantage Data Centers Quebec Expansion (Montreal & Quebec City),178.0,Vantage Data Centers,Vantage Data Centers,North America,Canada,Quebec,Montreal,Operational,operational,Renewable,Hydroelectric (Hydro-Québec),Training,Hyperscale and AI Training,2026,45.501,-73.567,exact,https://vantage-dc.com/news/vantage-expands-quebec-data-center-portfolio
google-henderson-nevada-ai-data-center,"Google — Henderson, Nevada Data Center",150.0,Google,Google,North America,United States,Nevada,Henderson,Operational,operational,Renewable,Renewable,Inference,"Inference (Google AI, YouTube, Search)",2019,36.046,-114.966,exact,https://www.google.com/about/datacenters/locations/henderson/;
lambda-labs-ai-cloud-us,Lambda Labs — AI Cloud GPU Clusters (US),150.0,Lambda Labs,Lambda Labs,North America,United States,"Multi-site (Texas, Washington, Montana)",Austin,Operational,operational,Mixed,Mixed,Training & inference,"Training, Inference (GPU cloud for AI researchers)",2022,30.2672,-97.7431,exact,https://lambdalabs.com/service/gpu-cloud;
